chr	start	end	length	abs_summit	pileup	-LOG10(pvalue)	fold_enrichment	-LOG10(qvalue)	name
chr3	44356188	44356603	416	44356389	31	26.23775	10.45461	22.16205	o2_uniq_peak_593
chr3	45413553	45414007	455	45413793	22	16.36918	7.69427	12.49968	o2_uniq_peak_594
chr3	52245478	52245863	386	52245662	28	18.58094	7.35281	14.65857	o2_uniq_peak_595
chr3	52408218	52408724	507	52408487	47	39.57319	12.04863	35.28894	o2_uniq_peak_596
chr3	53433170	53433674	505	53433421	49	42.0139	12.55065	37.69967	o2_uniq_peak_597
chr3	58631068	58631408	341	58631255	15	13.98962	8.15935	10.18233	o2_uniq_peak_598
chr3	58726065	58726440	376	58726250	21	12.83845	6.02795	9.0675	o2_uniq_peak_599
chr3	60917595	60917919	325	60917748	42	14.091	3.92831	10.28219	o2_uniq_peak_600
chr3	61961848	61962256	409	61962070	20	11.40087	5.48832	7.67717	o2_uniq_peak_601
chr3	62959932	62960535	604	62960213	74	66.12036	15.06485	61.51078	o2_uniq_peak_602
chr3	62971741	62972125	385	62971888	32	18.82203	6.62854	14.89295	o2_uniq_peak_603
chr3	67312726	67313021	296	67312938	10	7.99362	5.49729	4.42652	o2_uniq_peak_604
chr3	67603190	67603737	548	67603473	83	87.9194	21.0851	83.01322	o2_uniq_peak_605
chr3	68417532	68418063	532	68417794	75	84.0099	22.65102	79.15791	o2_uniq_peak_606
chr3	69211424	69211828	405	69211626	35	21.1667	7.02892	17.18995	o2_uniq_peak_607
chr3	70478141	70478631	491	70478391	68	71.81697	19.70044	67.13203	o2_uniq_peak_608
chr3	71926594	71927046	453	71926818	59	54.70761	15.06078	50.2372	o2_uniq_peak_609
chr3	73179657	73179966	310	73179803	13	5.49464	3.51418	2.15256	o2_uniq_peak_610
chr3	73247564	73248069	506	73247819	72	63.57486	14.66313	58.99623	o2_uniq_peak_611
chr3	73684028	73684424	397	73684234	52	46.03093	13.43789	41.66468	o2_uniq_peak_612
chr3	74157219	74157729	511	74157440	25	19.30105	8.49437	15.36342	o2_uniq_peak_613
chr3	74263514	74264086	573	74263794	81	95.41548	25.56067	90.41603	o2_uniq_peak_614
chr3	75164934	75165416	483	75165167	31	35.91384	16.04317	31.68389	o2_uniq_peak_615
chr3	75182185	75182588	404	75182399	30	32.20894	14.23567	28.03281	o2_uniq_peak_616
chr3	75205819	75206304	486	75206060	47	58.18639	22.04233	53.67344	o2_uniq_peak_617
chr3	75828623	75829079	457	75828833	37	27.93834	9.5385	23.83259	o2_uniq_peak_618
chr3	76193094	76193635	542	76193378	92	74.47639	13.34728	69.7555	o2_uniq_peak_619
chr3	78413309	78413823	515	78413562	97	130.51794	35.42455	125.08208	o2_uniq_peak_620
chr3	78925972	78926524	553	78926253	91	115.2207	30.64656	109.97462	o2_uniq_peak_621
chr3	80714447	80714906	460	80714677	37	29.7575	10.41192	25.62206	o2_uniq_peak_622
chr3	82961501	82962117	617	82962043	12	4.87592	3.29609	1.66352	o2_uniq_peak_623
chr3	82994997	82995369	373	82995164	33	14.60375	4.87965	10.78035	o2_uniq_peak_624
chr3	84123010	84123431	422	84123212	39	32.10578	10.95991	27.93111	o2_uniq_peak_625
chr3	84368410	84368915	506	84368653	68	69.53369	18.60568	64.87856	o2_uniq_peak_626
chr3	86920752	86921276	525	86920991	72	72.37521	18.37166	67.68312	o2_uniq_peak_627
chr3	87240993	87241387	395	87241202	15	11.2341	6.4724	7.51845	o2_uniq_peak_628
chr3	87298474	87298829	356	87298680	13	7.56153	4.68347	4.01451	o2_uniq_peak_629
chr3	87570107	87570586	480	87570340	42	21.95009	6.17132	17.95736	o2_uniq_peak_630
chr3	87685193	87685669	477	87685425	106	94.49081	16.22752	89.50077	o2_uniq_peak_631
chr3	87762001	87762502	502	87762263	79	82.60138	20.28361	77.76602	o2_uniq_peak_632
chr3	88534230	88534644	415	88534460	31	21.65196	8.11344	17.6648	o2_uniq_peak_633
chr3	88600057	88600555	499	88600302	75	84.0099	22.65102	79.15791	o2_uniq_peak_634
chr3	89302329	89302880	552	89302600	82	76.5264	16.67177	71.77832	o2_uniq_peak_635
chr3	89356479	89356928	450	89356695	47	39.83611	12.17017	35.55028	o2_uniq_peak_636
chr3	89620813	89621291	479	89621057	44	30.77919	9.03891	26.62548	o2_uniq_peak_637
chr3	89765421	89765949	529	89765690	73	83.42759	23.28059	78.58281	o2_uniq_peak_638
chr3	90442108	90442594	487	90442344	92	81.41317	15.56982	76.59663	o2_uniq_peak_639
chr3	91349058	91349568	511	91349316	69	81.16731	24.02488	76.35312	o2_uniq_peak_640
chr3	91676024	91676335	312	91676171	16	7.59844	4.21586	4.04992	o2_uniq_peak_641
chr3	91893142	91893437	296	91893323	14	7.56045	4.51017	4.01451	o2_uniq_peak_642
chr3	92209492	92209984	493	92209733	85	72.60866	14.3979	67.91126	o2_uniq_peak_643
chr3	97196908	97197261	354	97197111	24	13.11671	5.58784	9.33801	o2_uniq_peak_644
chr3	97847858	97848164	307	97848005	14	12.76659	7.64939	8.99801	o2_uniq_peak_645
chr3	100976041	100976336	296	100976179	13	7.37525	4.57389	3.83909	o2_uniq_peak_646
chr3	102765746	102766261	516	102765994	88	103.65012	26.29481	98.54638	o2_uniq_peak_647
chr3	102866628	102867132	505	102866861	26	18.97679	8.04707	15.04463	o2_uniq_peak_648
chr3	103114019	103114403	385	103114215	15	8.32672	4.76864	4.73453	o2_uniq_peak_649
chr3	103678911	103679266	356	103679092	27	21.71659	9.23663	17.72771	o2_uniq_peak_650
chr3	103817324	103817685	362	103817506	21	12.56165	5.88552	8.8028	o2_uniq_peak_651
chr3	105321862	105322343	482	105322102	52	50.37313	15.52368	45.95462	o2_uniq_peak_652
chr3	105807528	105807831	304	105807669	21	9.22418	4.29545	5.59079	o2_uniq_peak_653
chr3	105917755	105918163	409	105917975	28	24.52151	10.48277	20.47886	o2_uniq_peak_654
chr3	106353149	106353495	347	106353320	14	7.927	4.71904	4.36268	o2_uniq_peak_655
chr3	106364641	106365133	493	106364902	69	71.58927	19.17985	66.90538	o2_uniq_peak_656
chr3	106981447	106981992	546	106981703	62	69.33018	21.07561	64.6795	o2_uniq_peak_657
chr3	107591493	107591817	325	107591649	13	11.57136	7.13943	7.84181	o2_uniq_peak_658
chr3	108835545	108836061	517	108835789	83	95.83929	24.81758	90.83215	o2_uniq_peak_659
chr3	113827380	113827706	327	113827537	25	16.15952	6.84775	12.29666	o2_uniq_peak_660
chr3	114376667	114377035	369	114376828	20	10.97103	5.27127	7.26749	o2_uniq_peak_661
chr3	114509185	114509706	522	114509440	93	128.54376	36.71362	123.13167	o2_uniq_peak_662
chr3	114785231	114785751	521	114785504	73	58.0992	12.38889	53.5881	o2_uniq_peak_663
chr3	114790545	114790990	446	114790756	27	18.74406	7.67194	14.81731	o2_uniq_peak_664
chr3	114824609	114824977	369	114824785	25	17.05472	7.30062	13.16708	o2_uniq_peak_665
chr3	117997991	117998561	571	117998258	123	150.29652	31.43959	144.61206	o2_uniq_peak_666
chr3	118342043	118342338	296	118342147	7	5.11284	4.07968	1.83075	o2_uniq_peak_667
chr3	119175009	119175454	446	119175247	42	24.93406	7.19895	20.8822	o2_uniq_peak_668
chr3	119809284	119809865	582	119809537	84	115.54169	34.79906	110.28867	o2_uniq_peak_669
chr3	121125075	121125436	362	121125218	10	5.58201	3.97623	2.22845	o2_uniq_peak_670
chr3	121202590	121203098	509	121202851	54	41.81514	11.04756	37.5047	o2_uniq_peak_671
chr3	122473728	122474046	319	122473895	21	9.50311	4.41902	5.85017	o2_uniq_peak_672
chr3	124180756	124181314	559	124181039	113	133.56522	28.61549	128.08813	o2_uniq_peak_673
chr3	127544307	127544784	478	127544568	26	28.90637	13.76891	24.78637	o2_uniq_peak_674
chr3	128220386	128220866	481	128220612	74	78.09995	20.22356	73.32877	o2_uniq_peak_675
chr3	129953759	129954061	303	129953905	16	10.28679	5.68707	6.60258	o2_uniq_peak_676
chr3	130878539	130878887	349	130878697	26	17.60127	7.33874	13.69943	o2_uniq_peak_677
chr3	131943252	131943725	474	131943500	43	42.12669	14.71947	37.80952	o2_uniq_peak_678
chr3	131977990	131978364	375	131978175	29	16.54212	6.21466	12.6661	o2_uniq_peak_679
chr3	133530850	133531196	347	133531044	15	9.35191	5.35254	5.70431	o2_uniq_peak_680
chr3	136568513	136568917	405	136568717	62	38.94751	8.42589	34.67526	o2_uniq_peak_681
chr3	136569912	136570310	399	136570093	32	16.04147	5.52478	12.18276	o2_uniq_peak_682
chr3	137529354	137529815	462	137529601	61	39.94641	8.89819	35.65965	o2_uniq_peak_683
chr3	138302372	138302678	307	138302518	24	10.32364	4.37789	6.63874	o2_uniq_peak_684
chr3	138432736	138433194	459	138432966	40	23.06797	6.86411	19.05228	o2_uniq_peak_685
chr3	138489362	138489756	395	138489553	17	16.25719	9.02428	12.39161	o2_uniq_peak_686
chr3	138649802	138650192	391	138649999	36	27.0313	9.38117	22.94138	o2_uniq_peak_687
chr3	142007425	142007917	493	142007691	23	22.57903	11.02116	18.57372	o2_uniq_peak_688
chr3	142252031	142252455	425	142252227	37	30.45803	10.75908	26.30917	o2_uniq_peak_689
chr3	142900266	142900566	301	142900413	21	10.45438	4.85342	6.76288	o2_uniq_peak_690
chr3	145642948	145643381	434	145643203	27	25.39914	11.3267	21.34105	o2_uniq_peak_691
chr3	145899974	145900313	340	145900157	23	12.41074	5.43586	8.65529	o2_uniq_peak_692
chr3	146653836	146654131	296	146654025	22	12.67534	5.74576	8.91286	o2_uniq_peak_693
chr3	153857223	153857526	304	153857379	14	10.19536	6.06787	6.51932	o2_uniq_peak_694
chr3	154269361	154269732	372	154269540	23	22.09499	10.731	18.09888	o2_uniq_peak_695
chr3	162094315	162094800	486	162094509	13	5.49464	3.51418	2.15256	o2_uniq_peak_696
chr3	162315962	162316445	484	162316233	36	26.83239	9.28748	22.74567	o2_uniq_peak_697
chr3	162597389	162597712	324	162597575	17	13.38824	7.28145	9.60232	o2_uniq_peak_698
chr3	165128103	165128485	383	165128292	25	14.77887	6.17718	10.95122	o2_uniq_peak_699
chr3	166427719	166428029	311	166427934	17	11.24616	6.0216	7.52784	o2_uniq_peak_700
chr3	169733679	169733975	297	169733897	28	15.22112	5.82508	11.38265	o2_uniq_peak_701
chr3	170822576	170822891	316	170822752	16	14.99825	8.52293	11.1651	o2_uniq_peak_702
chr3	171590729	171591024	296	171590946	8	5.8434	4.43257	2.46906	o2_uniq_peak_703
chr3	173378656	173379173	518	173378911	94	86.09652	16.63598	81.21797	o2_uniq_peak_704
chr3	174738118	174738641	524	174738390	69	80.02192	23.41734	75.22563	o2_uniq_peak_705
chr3	175535162	175535457	296	175535297	32	12.05277	4.14452	8.30778	o2_uniq_peak_706
chr3	175938038	175938362	325	175938266	17	8.48274	4.51824	4.87881	o2_uniq_peak_707
chr3	176434091	176434567	477	176434314	52	57.28736	19.15817	52.78789	o2_uniq_peak_708
chr3	178678328	178678777	450	178678571	46	32.91631	9.44064	28.72863	o2_uniq_peak_709
chr3	179056372	179056668	297	179056501	20	13.96587	6.86084	10.16085	o2_uniq_peak_710
chr3	179503400	179503742	343	179503571	24	11.85394	5.02162	8.11556	o2_uniq_peak_711
chr3	179796832	179797170	339	179796979	19	18.55151	9.85015	14.63161	o2_uniq_peak_712
chr3	180747958	180748336	379	180748175	28	18.42852	7.27938	14.51069	o2_uniq_peak_713
chr3	181073962	181074469	508	181074212	79	80.02846	19.1406	75.2318	o2_uniq_peak_714
chr3	181172644	181173079	436	181172872	24	11.85394	5.02162	8.11556	o2_uniq_peak_715
chr3	182170146	182170441	296	182170259	14	6.20234	3.7652	2.77049	o2_uniq_peak_716
chr3	182728519	182728883	365	182728729	11	7.25291	4.8543	3.72939	o2_uniq_peak_717
chr3	183862682	183863038	357	183862848	32	24.23672	9.11546	20.19994	o2_uniq_peak_718
chr3	184673438	184673802	365	184673601	20	13.96587	6.86084	10.16085	o2_uniq_peak_719
chr3	185345545	185346132	588	185345872	74	87.84551	25.09001	82.94424	o2_uniq_peak_720
chr3	187172286	187172758	473	187172521	47	38.88157	11.73228	34.60994	o2_uniq_peak_721
chr3	188251261	188251688	428	188251467	51	44.77514	13.18435	40.42513	o2_uniq_peak_722
chr3	189537579	189538034	456	189537801	55	33.95044	8.03707	29.74818	o2_uniq_peak_723
chr3	189663714	189664009	296	189663869	18	8.97658	4.61085	5.35625	o2_uniq_peak_724
chr3	190220579	190220874	296	190220726	15	7.56264	4.34888	4.01538	o2_uniq_peak_725
chr3	190341626	190342104	479	190341875	56	50.81836	14.30774	46.39471	o2_uniq_peak_726
chr3	190649645	190650056	412	190649810	7	5.07876	4.05773	1.82671	o2_uniq_peak_727
chr3	190777986	190778440	455	190778226	23	12.10618	5.29464	8.35817	o2_uniq_peak_728
chr3	191186578	191186879	302	191186719	17	12.70347	6.87222	8.9408	o2_uniq_peak_729
chr3	195609053	195609353	301	195609209	12	7.29115	4.69917	3.76227	o2_uniq_peak_730
chr3	196217372	196217741	370	196217580	14	8.44296	5.018	4.84432	o2_uniq_peak_731
chr3	197205927	197206400	474	197206169	59	52.6825	14.15602	48.23463	o2_uniq_peak_732
chr3	197236084	197236552	469	197236326	53	45.18503	12.74042	40.83035	o2_uniq_peak_733
chr3	197282719	197283097	379	197282898	20	13.6196	6.66842	9.8278	o2_uniq_peak_734
chr3	197327277	197327751	475	197327522	30	23.2167	9.15887	19.19687	o2_uniq_peak_735
chr3	198040985	198041419	435	198041194	25	12.67204	5.22248	8.90961	o2_uniq_peak_736
chr3	198386353	198386655	303	198386501	18	10.71762	5.51752	7.02115	o2_uniq_peak_737
chr3	198720509	198720869	361	198720812	13	5.49464	3.51418	2.15256	o2_uniq_peak_738
chr3	199260858	199261259	402	199261041	30	16.99424	6.22681	13.10734	o2_uniq_peak_739
chr3	201330767	201331063	297	201330909	19	12.73513	6.41081	8.96919	o2_uniq_peak_740
chr3	201544876	201545241	366	201545071	14	9.85152	5.85856	6.18985	o2_uniq_peak_741
chr3	202965950	202966261	312	202966204	25	10.56547	4.35285	6.87134	o2_uniq_peak_742
chr3	203126676	203127188	513	203126920	60	59.02264	16.71387	54.49869	o2_uniq_peak_743
chr3	203199400	203200016	617	203199718	181	248.69987	45.68438	241.98175	o2_uniq_peak_744
chr3	204188115	204188669	555	204188266	9	6.51218	4.71977	3.05138	o2_uniq_peak_745
chr3	205612914	205613209	296	205613055	10	7.50881	5.19175	3.96727	o2_uniq_peak_746
chr3	206599764	206600344	581	206600099	75	84.82032	23.05562	79.95784	o2_uniq_peak_747
chr3	206683897	206684371	475	206684130	43	51.80016	20.20547	47.36481	o2_uniq_peak_748
chr3	206751671	206751980	310	206751837	21	17.96722	8.89955	14.05665	o2_uniq_peak_749
chr3	207891271	207891738	468	207891493	58	46.45681	11.85102	42.08515	o2_uniq_peak_750
chr3	208714377	208714890	514	208714652	36	28.60008	10.13792	24.48565	o2_uniq_peak_751
chr3	208826061	208826364	304	208826230	17	13.38824	7.28145	9.60232	o2_uniq_peak_752
chr3	209429493	209429788	296	209429652	11	9.27215	6.11951	5.63494	o2_uniq_peak_753
chr3	212178953	212179498	546	212179217	54	53.6458	16.39219	49.1866	o2_uniq_peak_754
chr3	214820195	214820503	309	214820362	13	11.37551	7.01889	7.65254	o2_uniq_peak_755
chr3	215214293	215214684	392	215214472	17	11.41078	6.11603	7.68687	o2_uniq_peak_756
chr3	215786120	215786457	338	215786289	21	11.84157	5.52229	8.10534	o2_uniq_peak_757
chr3	217566571	217567075	505	217566850	83	85.04133	19.81843	80.17465	o2_uniq_peak_758
chr3	219186367	219186686	320	219186657	9	6.31244	4.59215	2.87001	o2_uniq_peak_759
chr3	219486921	219487382	462	219487093	17	11.20149	5.99607	7.48707	o2_uniq_peak_760
chr3	220254537	220254931	395	220254706	27	6.56096	2.81363	3.09483	o2_uniq_peak_761
chr3	220683464	220683764	301	220683597	9	6.83477	4.92508	3.34814	o2_uniq_peak_762
chr3	220860660	220860999	340	220860883	13	5.49464	3.51418	2.15256	o2_uniq_peak_763
chr3	220959695	220960127	433	220959908	51	37.6776	10.15288	33.42141	o2_uniq_peak_764
chr3	221274503	221274824	322	221274675	20	8.75638	4.21816	5.14176	o2_uniq_peak_765
chr3	223452353	223452674	322	223452513	18	15.30974	8.17263	11.46605	o2_uniq_peak_766
chr3	225170006	225170552	547	225170295	103	95.70235	17.41141	90.6983	o2_uniq_peak_767
chr3	225471611	225471937	327	225471777	21	17.11755	8.39939	13.22805	o2_uniq_peak_768
chr3	229993603	229994083	481	229993810	34	27.98644	10.43139	23.87958	o2_uniq_peak_769
chr3	230511510	230512017	508	230511793	29	24.29824	10.036	20.259	o2_uniq_peak_770
chr3	231381557	231381870	314	231381687	25	19.67054	8.69787	15.72307	o2_uniq_peak_771
chr3	231777629	231778060	432	231777838	35	26.82398	9.55559	22.73947	o2_uniq_peak_772
chr3	231925349	231925734	386	231925519	18	12.22871	6.35614	8.4768	o2_uniq_peak_773
chr3	231999132	231999445	314	231999309	16	14.95376	8.49582	11.12346	o2_uniq_peak_774
chr4	377047	377353	307	377213	17	8.48274	4.51824	4.87881	o2_uniq_peak_775
chr4	2057845	2058186	342	2058018	30	16.99424	6.22681	13.10734	o2_uniq_peak_776
chr4	3617890	3618348	459	3618094	22	19.35183	9.41621	15.41337	o2_uniq_peak_777
chr4	3830575	3830882	308	3830720	7	5.006	4.01079	1.75991	o2_uniq_peak_778
chr4	3889139	3889626	488	3889358	56	62.10669	19.96662	57.54592	o2_uniq_peak_779
chr4	4023848	4024159	312	4023993	16	13.82609	7.80666	10.02559	o2_uniq_peak_780
chr4	4691707	4692314	608	4691979	121	131.54266	24.5055	126.09211	o2_uniq_peak_781
chr4	5154161	5154456	296	5154325	18	11.65624	6.03333	7.92531	o2_uniq_peak_782
chr4	5170981	5171329	349	5171160	19	6.4978	3.34835	3.03777	o2_uniq_peak_783
chr4	5368193	5368541	349	5368359	22	8.88378	4.02766	5.2654	o2_uniq_peak_784
chr4	5968898	5969419	522	5969144	43	25.8821	7.36637	21.81222	o2_uniq_peak_785
chr4	6412981	6413411	431	6413210	33	23.58499	8.53444	19.55883	o2_uniq_peak_786
chr4	8765790	8766157	368	8765997	23	13.76242	6.08508	9.96659	o2_uniq_peak_787
chr4	9484953	9485405	453	9485171	43	34.8005	11.04458	30.58528	o2_uniq_peak_788
chr4	13238619	13239062	444	13238789	18	7.3232	3.81643	3.79066	o2_uniq_peak_789
chr4	14631778	14632218	441	14632003	30	34.40593	15.54182	30.19685	o2_uniq_peak_790
chr4	14859166	14859612	447	14859355	21	9.50311	4.41902	5.85017	o2_uniq_peak_791
chr4	14928628	14929092	465	14928840	24	14.56439	6.27533	10.7419	o2_uniq_peak_792
chr4	15994254	15994589	336	15994388	11	7.25291	4.8543	3.72939	o2_uniq_peak_793
chr4	17761155	17761450	296	17761325	22	10.26879	4.61989	6.58687	o2_uniq_peak_794
chr4	18812003	18812380	378	18812187	29	30.78805	13.77645	26.6337	o2_uniq_peak_795
chr4	19439338	19439795	458	19439566	53	51.99834	15.95416	47.56134	o2_uniq_peak_796
chr4	20180105	20180585	481	20180345	66	64.68165	17.11528	60.0913	o2_uniq_peak_797
chr4	21922662	21923104	443	21922911	24	11.85394	5.02162	8.11556	o2_uniq_peak_798
chr4	23189457	23189862	406	23189667	25	17.53712	7.55028	13.6371	o2_uniq_peak_799
chr4	23406556	23407063	508	23406804	73	82.59575	22.85718	77.76082	o2_uniq_peak_800
chr4	29871541	29871836	296	29871751	12	10.22486	6.51754	6.5458	o2_uniq_peak_801
chr4	30304524	30304949	426	30304753	29	13.60919	5.02252	9.81773	o2_uniq_peak_802
chr4	33694815	33695282	468	33695048	23	11.05264	4.82075	7.34321	o2_uniq_peak_803
chr4	36341932	36342491	560	36342205	160	275.95621	73.93363	268.87402	o2_uniq_peak_804
chr4	36414575	36415065	491	36414793	30	25.22711	10.22627	21.17177	o2_uniq_peak_805
chr4	36850636	36851020	385	36850833	32	27.91981	11.03961	23.81603	o2_uniq_peak_806
chr4	37101376	37101671	296	37101545	9	7.11075	5.0996	3.59621	o2_uniq_peak_807
chr4	37426347	37426799	453	37426592	24	23.90678	11.48038	19.87437	o2_uniq_peak_808
chr4	38286564	38287136	573	38286835	66	96.13245	34.16729	91.12182	o2_uniq_peak_809
chr4	38522956	38523287	332	38523133	21	13.12586	6.17745	9.3464	o2_uniq_peak_810
chr4	39241078	39241512	435	39241281	30	23.37159	9.23923	19.34907	o2_uniq_peak_811
chr4	39606727	39607186	460	39606981	44	35.9796	11.29559	31.74697	o2_uniq_peak_812
chr4	39852727	39853269	543	39852984	99	111.77507	25.10131	106.57195	o2_uniq_peak_813
chr4	40685493	40685866	374	40685690	28	16.53092	6.39769	12.65512	o2_uniq_peak_814
chr4	40704974	40705466	493	40705232	33	22.48298	8.02175	18.48121	o2_uniq_peak_815
chr4	41079816	41080215	400	41080000	17	15.58516	8.6153	11.73542	o2_uniq_peak_816
chr4	41742908	41743509	602	41743232	70	90.63779	28.72127	85.69825	o2_uniq_peak_817
chr4	41955762	41956121	360	41955945	23	13.94856	6.1773	10.14489	o2_uniq_peak_818
chr4	42152682	42153191	510	42152930	47	47.60288	16.05761	43.21733	o2_uniq_peak_819
chr4	42228061	42228431	371	42228251	27	21.23599	8.97513	17.25819	o2_uniq_peak_820
chr4	42640910	42641462	553	42641185	130	114.52728	16.45247	109.28998	o2_uniq_peak_821
chr4	45951895	45952405	511	45952149	54	53.6458	16.39219	49.1866	o2_uniq_peak_822
chr4	48193151	48193449	299	48193315	13	11.01552	6.79656	7.3081	o2_uniq_peak_823
chr4	50175234	50175800	567	50175482	77	33.88724	5.59941	29.68573	o2_uniq_peak_824
chr4	50517510	50517912	403	50517728	14	8.8446	5.25437	5.22815	o2_uniq_peak_825
chr4	50569647	50570314	668	50569979	172	232.71913	43.42526	226.16211	o2_uniq_peak_826
chr4	54508588	54508962	375	54508751	12	9.34469	5.9698	5.7008	o2_uniq_peak_827
chr4	56584531	56584922	392	56584723	64	64.54188	17.80986	59.95179	o2_uniq_peak_828
chr4	57287931	57288460	530	57288219	65	53.90332	12.88635	49.44097	o2_uniq_peak_829
chr4	57948991	57949481	491	57949254	40	37.52172	13.39497	33.2669	o2_uniq_peak_830
chr4	57953038	57953393	356	57953187	21	11.95339	5.57799	8.21153	o2_uniq_peak_831
chr4	62719540	62720042	503	62719793	80	87.62123	22.19382	82.7235	o2_uniq_peak_832
chr4	62795364	62795803	440	62795584	31	26.42535	10.55615	22.34784	o2_uniq_peak_833
chr4	64000523	64001045	523	64000780	50	43.24721	12.80167	38.9165	o2_uniq_peak_834
chr4	64165949	64166267	319	64166109	19	14.4435	7.38672	10.62547	o2_uniq_peak_835
chr4	64509925	64510339	415	64510141	42	24.93406	7.19895	20.8822	o2_uniq_peak_836
chr4	64766601	64767129	529	64766828	65	73.87339	22.07921	69.16127	o2_uniq_peak_837
chr4	66256285	66256675	391	66256469	20	18.70477	9.64352	14.77923	o2_uniq_peak_838
chr4	67072150	67072494	345	67072333	25	16.15952	6.84775	12.29666	o2_uniq_peak_839
chr4	67593005	67593461	457	67593228	34	34.18694	13.82898	29.9808	o2_uniq_peak_840
chr4	67906366	67906897	532	67906645	102	135.11674	34.99726	129.62129	o2_uniq_peak_841
chr4	68750358	68750793	436	68750560	42	24.93406	7.19895	20.8822	o2_uniq_peak_842
chr4	69693060	69693355	296	69693216	22	12.84877	5.83154	9.07696	o2_uniq_peak_843
chr4	70824975	70825495	521	70825264	74	111.10419	38.24696	105.90843	o2_uniq_peak_844
chr4	72538138	72538530	393	72538324	20	15.2502	7.59098	11.40909	o2_uniq_peak_845
chr4	72630765	72631066	302	72630904	11	5.88885	4.0144	2.50317	o2_uniq_peak_846
chr4	74611833	74612340	508	74612078	80	73.89241	16.27004	69.17836	o2_uniq_peak_847
chr4	75257169	75257464	296	75257358	10	5.10205	3.67987	1.83075	o2_uniq_peak_848
chr4	77480886	77481453	568	77481268	11	5.88885	4.0144	2.50317	o2_uniq_peak_849
chr4	80280599	80281088	490	80280825	56	53.61631	15.61787	49.15954	o2_uniq_peak_850
chr4	80903652	80904015	364	80903833	22	14.72195	6.79529	10.89577	o2_uniq_peak_851
chr4	81251692	81252089	398	81251905	21	19.11541	9.58442	15.18248	o2_uniq_peak_852
chr4	82616012	82616445	434	82616194	24	20.8202	9.65326	16.8485	o2_uniq_peak_853
chr4	83256179	83256598	420	83256391	50	39.73983	11.25111	35.45482	o2_uniq_peak_854
chr4	83273375	83273881	507	83273623	55	49.53685	14.05673	45.12843	o2_uniq_peak_855
chr4	89923372	89923705	334	89923534	27	13.98584	5.46693	10.18025	o2_uniq_peak_856
chr4	92897369	92897810	442	92897595	54	53.6458	16.39219	49.1866	o2_uniq_peak_857
chr4	94291815	94292161	347	94291954	22	8.45016	3.8506	4.8501	o2_uniq_peak_858
chr4	94847488	94847860	373	94847689	27	25.39914	11.3267	21.34105	o2_uniq_peak_859
chr4	95389239	95389697	459	95389431	43	36.1476	11.67906	31.91325	o2_uniq_peak_860
chr4	95677024	95677471	448	95677245	70	38.1749	7.13455	33.91081	o2_uniq_peak_861
chr4	96980949	96981489	541	96981213	108	107.75031	20.12516	102.59745	o2_uniq_peak_862
chr4	98495372	98495972	601	98495655	110	115.38982	22.29598	110.14056	o2_uniq_peak_863
chr4	99584417	99584819	403	99584614	40	43.26359	16.58552	38.9323	o2_uniq_peak_864
chr4	100448517	100449008	492	100448780	50	48.21945	15.20003	43.82767	o2_uniq_peak_865
chr4	100652536	100652910	375	100652799	28	7.07756	2.91411	3.57067	o2_uniq_peak_866
chr4	102282227	102282569	343	102282397	18	14.34957	7.59551	10.53532	o2_uniq_peak_867
chr4	102983986	102984281	296	102984139	16	9.78102	5.39824	6.12222	o2_uniq_peak_868
chr4	103167984	103168279	296	103168107	13	5.56036	3.54963	2.21164	o2_uniq_peak_869
chr4	103199909	103200348	440	103200124	31	28.25629	11.5672	24.14579	o2_uniq_peak_870
chr4	103494073	103494412	340	103494231	20	15.2502	7.59098	11.40909	o2_uniq_peak_871
chr4	104411667	104412164	498	104411926	55	55.02229	16.69023	50.54728	o2_uniq_peak_872
chr4	106419712	106420230	519	106419960	55	58.82419	18.65442	54.3032	o2_uniq_peak_873
chr4	109167897	109168503	607	109168218	122	147.97206	30.87461	142.32021	o2_uniq_peak_874
chr4	111354942	111355379	438	111355149	40	36.5821	12.89871	32.3414	o2_uniq_peak_875
chr4	111845207	111845502	296	111845298	14	4.55384	2.92871	1.40742	o2_uniq_peak_876
chr4	115647343	115647723	381	115647517	21	14.75137	7.05189	10.92412	o2_uniq_peak_877
chr4	115719635	115720143	509	115719878	78	80.72356	19.83003	75.91336	o2_uniq_peak_878
chr4	116090983	116091365	383	116091166	34	27.98644	10.43139	23.87958	o2_uniq_peak_879
chr4	118884727	118885090	364	118884912	18	17.80986	9.68923	13.90354	o2_uniq_peak_880
chr4	122712013	122712479	467	122712224	55	49.53685	14.05673	45.12843	o2_uniq_peak_881
chr4	124280713	124281336	624	124281025	130	187.5815	45.88819	181.49394	o2_uniq_peak_882
chr4	125530249	125530676	428	125530474	36	30.36845	11.02747	26.22378	o2_uniq_peak_883
chr4	125951378	125951829	452	125951636	16	8.87659	4.89488	5.2594	o2_uniq_peak_884
chr4	132213689	132214288	600	132213947	144	209.45409	48.50735	203.12253	o2_uniq_peak_885
chr4	134012828	134013247	420	134013003	21	16.64668	8.12539	12.76795	o2_uniq_peak_886
chr4	134861511	134861966	456	134861740	24	20.8202	9.65326	16.8485	o2_uniq_peak_887
chr4	139058606	139059150	545	139058875	116	124.14487	23.50117	118.78552	o2_uniq_peak_888
